# Title: Crypto Firewall (Splunk),,,,,,,
# Updated: 2026-01-05T12:03:18Z,,,,,,,
# Expires: 1 days (update frequency),,,,,,,
# Homepage: https://github.com/chartingshow/crypto-firewall/,,,,,,,
# Contribute: https://github.com/chartingshow/crypto-firewall/issues,,,,,,,
# License: GPL-3.0 license,,,,,,,
# Source: https://github.com/chartingshow/crypto-firewall/blob/master/src/blacklists/splunk.csv, stamparm/ipsum, binarydefense, Proofpoint emergingthreats, greensnow, threatview, myip.ms, firehol
ip,message,updated,,,,,
45.32.231.212,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.32.69.11,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.36.99.184,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.38.42.232,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.42.201.16,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.46.53.140,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.55.191.130,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.60.76.53,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.61.136.132,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.61.136.196,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.61.136.202,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.61.136.228,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.61.136.40,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.61.136.41,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.61.136.67,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.61.136.89,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.61.136.9,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.61.137.223,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.63.107.192,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.63.99.23,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.64.52.147,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.64.52.30,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.66.158.14,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.67.230.151,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.67.231.139,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.67.231.215,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.67.68.54,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.71.195.104,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.76.1.145,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.76.159.214,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.76.176.10,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.76.181.158,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.76.225.148,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.76.254.251,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.76.27.167,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.77.0.96,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.77.115.208,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.77.5.196,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.78.29.98,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.79.173.200,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.79.222.138,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.79.96.146,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.8.145.203,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.80.148.200,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.82.253.185,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.83.28.99,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.85.235.39,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.85.93.206,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.86.208.162,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.86.65.197,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.88.91.119,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.89.111.190,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.91.226.134,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.91.8.171,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.93.20.58,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.93.201.92,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.94.31.77,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.94.47.102,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.94.47.145,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.94.47.146,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.94.47.147,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.94.47.157,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
45.94.47.158,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
46.101.104.36,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
46.105.57.169,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
46.165.249.8,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
46.173.214.12,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
46.173.214.32,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
46.173.214.50,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
46.202.138.46,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
46.21.153.146,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
46.226.163.67,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
46.36.39.210,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
46.55.222.11,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
46.99.175.149,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
46.99.175.217,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
46.99.188.223,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
47.100.130.127,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
47.104.203.237,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
47.105.110.118,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
47.105.65.103,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
47.109.182.236,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
47.112.7.226,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
47.113.150.165,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
47.119.171.161,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
47.129.125.193,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
47.130.8.25,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
47.188.82.190,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
47.22.148.6,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
47.237.8.225,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
47.237.97.169,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
47.243.69.130,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
47.243.81.216,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
47.244.125.55,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
47.245.95.53,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
47.40.196.233,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
47.52.97.92,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
47.75.19.145,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
47.76.127.217,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
47.83.191.26,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
47.83.242.193,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
47.93.51.60,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
47.94.254.40,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
47.98.177.117,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
47.98.216.119,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
47.99.193.179,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
49.113.73.134,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
49.113.75.28,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
49.113.75.75,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
49.12.102.206,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
49.12.113.201,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
49.12.113.243,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
49.12.5.105,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
49.12.69.80,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
49.176.188.184,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
49.233.169.129,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
49.40.54.48,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
49.65.96.18,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
49.75.232.122,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
5.129.214.234,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
5.135.159.50,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
5.152.175.57,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
5.161.229.58,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
5.161.252.127,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
5.188.33.192,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
5.188.36.253,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
5.188.87.58,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
5.189.160.61,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
5.199.166.1,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
5.223.67.5,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
5.230.209.74,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
5.230.210.77,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
5.231.0.219,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
5.252.177.126,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
5.252.177.199,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
5.252.177.228,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
5.252.178.51,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
5.39.249.107,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
5.42.199.22,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
5.42.199.3,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
5.42.199.91,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
5.42.77.33,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
5.45.79.15,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
5.56.132.177,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
5.75.145.41,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
5.79.68.110,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
5.9.10.75,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
5.9.116.246,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
5.9.133.189,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
50.116.54.215,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
50.117.199.123,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
50.17.5.224,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
50.192.28.29,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
50.254.19.65,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
50.29.166.232,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
50.30.40.196,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
50.87.153.87,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.15.4.22,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.161.73.194,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.161.77.197,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.178.195.171,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.178.39.184,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.195.115.102,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.199.209.83,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.210.242.234,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.222.96.9,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.254.117.114,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.254.140.238,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.38.71.0,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.48.106.131,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.68.141.164,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.68.175.8,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.68.216.13,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.68.76.114,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.77.227.100,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.77.227.101,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.77.227.102,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.77.227.103,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.77.227.96,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.77.227.97,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.77.227.98,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.77.227.99,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.77.82.125,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.79.185.145,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.81.13.141,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.83.3.52,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.89.115.13,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.89.137.8,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.89.167.30,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.89.187.136,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.89.187.137,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.89.187.138,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.89.187.139,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.89.187.140,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.89.187.141,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.89.187.142,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.89.187.143,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.91.254.250,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.91.7.5,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
51.91.76.89,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
52.0.217.44,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
52.10.27.176,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
52.20.131.174,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
52.20.84.62,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
52.204.15.166,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
52.220.81.96,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
52.4.209.250,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
52.5.79.106,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
52.54.80.210,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
52.55.103.40,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
52.58.78.16,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
52.59.154.37,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
52.6.59.94,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
52.71.99.143,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
52.91.254.146,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
53.182.82.27,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
54.111.105.80,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
54.147.87.79,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
54.157.160.135,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
54.162.88.66,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
54.185.252.79,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
54.207.231.121,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
54.210.141.250,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
54.215.31.113,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
54.225.106.181,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
54.225.230.248,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
54.226.204.243,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
54.237.57.21,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
54.251.145.83,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
54.251.187.25,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
54.253.42.246,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
54.254.255.10,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
54.37.106.167,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
54.37.131.14,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
54.37.212.235,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
54.37.228.122,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
54.38.143.246,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
54.38.242.185,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
54.39.83.169,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
54.39.98.237,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
54.73.179.121,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
54.80.110.194,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
54.80.165.246,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
57.128.166.214,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
58.144.143.27,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
58.182.222.131,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
58.227.42.236,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
58.247.195.208,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
58.64.137.69,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
59.110.18.85,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
59.14.154.201,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
59.148.146.57,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
59.148.253.194,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
59.148.74.24,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
59.149.253.81,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
59.149.253.82,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
59.188.235.213,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
59.3.235.97,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
59.5.107.193,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
60.204.249.248,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
60.51.47.65,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
61.160.194.160,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
61.69.102.170,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
61.83.9.146,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
61.84.224.58,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
62.102.148.152,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
62.109.150.26,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
62.109.151.80,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
62.113.118.157,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
62.113.119.37,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
62.117.98.115,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
62.122.171.6,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
62.149.189.55,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
62.171.178.147,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
62.192.174.132,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
62.192.174.142,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
62.192.174.151,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
62.192.174.219,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
62.192.174.87,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
62.197.136.176,Crypto Firewall Detected a Malicious IP Address,2026-01-05T12:03:18Z,,,,,
